product_id,sale_date,quantity,unit_price
E482454-000,2023-01-12,1,29.90
E486157-000,2023-01-12,1,19.90
E487568-000,2023-01-12,1,19.90
E482920-000,2023-01-12,1,49.90
E462336-000,2023-01-12,1,49.90
E487505-000,2023-01-12,1,19.90
E476997-000,2023-01-12,1,19.90
E484186-000,2023-01-12,1,59.90
E481648-000,2023-01-12,-1,29.90
E478652-000,2023-01-12,-2,24.90
E459568-000,2023-01-12,1,19.90
E483329-000,2023-01-12,1,฿19.90
E482732-000,2023-01-12,1,14.90
E474481-000,2023-01-12,1,19.90
E481951-000,2023-01-12,1,9.90
E485557-000,2023-01-12,1,29.90
E485025-000,2023-01-12,1,14.90
E484875-000,2023-01-12,2,49.90
E480893-000,2023-01-12,1,7.90
E480800-000,2023-01-12,1,29.90
E481411-000,2023-01-12,1,19.90
E484026-000,2023-01-12,1,49.90
E465761-000,2023-01-12,1,39.90
E482979-000,2023-01-12,2,29.90
  E483562-000 ,2023-01-12,2,49.90
E481994-000,2023-01-12,2,9.90
E487908-000,2023-01-12,1,19.90
E481980-000,2023-01-12,2,9.90
E483002-000,2023-01-12,1,39.90
E488260-000,2023-01-12,1,19.90
E483831-000,2023-01-12,1,129.90
E479503-000,2023-01-12,1,7.90
E473533-000,2023-01-12,1,49.90
E485300-000,2023-01-12,1,19.90
E484932-000,2023-01-12,1,29.90
E482815-000,2023-01-12,1,49.90
E483807-000,2023-01-12,1,49.90
E482880-000,2023-01-12,1,49.90
E479547-000,2023-01-12,1,5.90
E479194-000,2023-01-12,1,19.90
E483294-000,2023-01-12,1,29.90
E479503-000,2023-01-12,1,7.90
E481980-000,2023-01-12,1,9.90
E486149-000,2023-01-12,1,19.90
E483896-000,2023-01-12,-2,29.90
E484109-000,2023-01-12,1,29.90
E484339-000,2023-01-12,1,29.90
E487668-000,2023-01-12,1,7.90
E483036-000,2023-01-12,1,99.90
E483999-000,2023-01-12,2,29.90
E486964-000,2023-01-12,1,49.90
E484110-000,2023-01-12,2,29.90
E480302-000,2023-01-12,1,39.90
E486141-000,2023-01-12,1,19.90
E482015-000,2023-01-12,1,12.90
E476355-000,2023-01-12,-2,19.90
E487992-000,2023-01-12,1,19.90
E483836-000,2023-01-12,2,99.90
E481630-000,2023-01-12,1,29.90
E475346-000,2023-01-12,1,29.90
E485002-000,2023-01-12,3,5.90
E485724-000,2023-01-12,1,39.90
E482606-000,2023-01-12,1,3.90
E480861-000,2023-01-12,1,19.90
E483819-000,2023-01-12,1,59.90
E481411-000,2023-01-12,1,19.90
E479293-000,2023-01-12,1,49.90
E481980-000,2023-01-12,1,9.90
E485223-000,2023-01-12,-2,29.90
E483576-000,2023-01-12,1,14.90
E484920-000,2023-01-12,1,14.90
E481994-000,2023-01-12,1,9.90
E484850-002,2023-01-12,1,29.90
E482874-000,2023-01-12,1,59.90
E483036-000,2023-01-12,1,99.90
E482951-000,2023-01-12,1,39.90
E462336-000,2023-01-12,2,49.90
E483428-000,2023-01-12,1,14.90
E485300-000,2023-01-12,2,19.90
E474481-000,2023-01-12,2,19.90
E484204-000,2023-01-12,1,59.90
E473968-000,2023-01-12,1,14.90
E480815-000,2023-01-12,1,19.90
E487669-000,2023-01-12,1,9.90
E483443-000,2023-01-12,1,29.90
E483899-000,2023-01-12,1,29.90
E485717-000,2023-01-12,1,14.90
E484154-000,2023-01-12,1,39.90
E484193-000,2023-01-12,1,39.90
E484778-000,2023-01-12,1,19.90
E483548-000,2023-01-12,1,29.90
E487922-000,2023-01-12,2,19.90
E479502-000,2023-01-12,1,7.90
E484037-000,2023-01-12,1,59.90
E485498-000,2023-01-12,1,19.90
E472520-000,2023-01-12,1,19.90
E484778-000,2023-01-12,1,19.90
NEW-12345,2023-01-12,3,9.90
E484605-000,2023-01-12,1,29.90
E464390-000,2023-01-12,-1,14.90
E482816-000,2023-01-12,-2,29.90
E488256-000,2023-01-12,1,19.90
E465760-000,2023-01-12,3,14.90
E483523-000,2023-01-12,1,14.90
E482454-000,2023-01-12,1,29.90
E485071-000,2023-01-12,1,19.90
E481980-000,2023-01-12,1,9.90
E454315-000,2023-01-12,1,14.90
E472520-000,2023-01-12,1,19.90
E471955-000,2023-01-12,1,5.90
E486152-000,2023-01-12,1,19.90
E484110-000,2023-01-12,1,29.90
E464310-000,2023-01-12,1,14.90
E485574-000,2023-01-12,1,29.90
E479194-000,2023-01-12,1,19.90
E481980-000,2023-01-12,1,9.90
E487505-000,2023-01-12,1,19.90
E479229-000,2023-01-12,1,59.90
E484204-000,2023-01-12,1,59.90
E479194-000,2023-01-12,1,19.90
E481411-000,2023-01-12,1,19.90
E480800-000,2023-01-12,1,29.90
E471951-000,2023-01-12,2,5.90
E487908-000,2023-01-12,1,19.90
E485652-000,2023-01-12,1,39.90
E487564-000,2023-01-12,1,19.90
E483762-000,2023-01-12,1,129.90
E485455-000,2023-01-12,1,19.90
E482732-000,2023-01-12,1,14.90
E470960-000,2023-01-12,3,5.90
E485616-000,2023-01-12,1,14.90
E484875-000,2023-01-12,1,49.90
E465707-000,2023-01-12,1,29.90
E484063-000,2023-01-12,1,19.90
E482299-000,2023-01-12,1,19.90
E484339-000,2023-01-12,1,29.90
E483376-000,2023-01-12,1,14.90
E482880-000,2023-01-12,1,49.90
E483899-000,2023-01-12,2,29.90
E483836-000,2023-01-12,1,99.90
E479194-000,2023-01-12,1,19.90
E483294-000,Jan-12-2023,1,29.90
E479620-000,2023-01-12,1,29.90
E482303-000,2023-01-12,2,29.90
E486964-000,2023-01-12,1,49.90
E483294-000,2023-01-12,1,29.90
E479293-000,2023-01-12,1,49.90
E484032-000,Jan-12-2023,3,59.90
E461420-000,2023-01-12,1,29.90
E484934-000,2023-01-12,1,29.90
E481411-000,2023-01-12,-2,19.90
E481801-000,2023-01-12,1,14.90
E477181-000,2023-01-12,1,39.90
E456588-000,2023-01-12,1,49.90
E484186-000,2023-01-12,1,59.90
E456588-000,2023-01-12,1,49.90
E479293-000,2023-01-12,1,49.90
E462191-000,2023-01-12,1,3.90
E483294-000,2023-01-12,1,29.90
E483036-000,2023-01-12,1,99.90
E486152-000,2023-01-12,1,19.90
E487538-000,2023-01-12,1,19.90
E477074-000,2023-01-12,1,14.90
E483428-000,2023-01-12,1,14.90
E483521-000,2023-01-12,1,14.90
E482514-000,2023-01-12,1,14.90
E482874-000,2023-01-12,1,59.90
E488269-000,2023-01-12,1,19.90
E473696-000,2023-01-12,1,29.90
E483428-000,2023-01-12,,14.90
E483576-000,2023-01-12,1,14.90
E483428-000,2023-01-12,1,14.90
E484193-000,2023-01-12,2,39.90
E457267-000,2023-01-12,1,5.90
E476854-000,2023-01-12,3,39.90
E473177-000,2023-01-12,1,19.90
E480893-000,2023-01-12,1,7.90
E485616-000,2023-01-12,1,14.90
E481358-000,2023-01-12,1,39.90
E465193-000,2023-01-12,1,19.90
E486964-000,2023-01-12,1,49.90
E483416-000,2023-01-12,1,฿14.90
E479503-000,2023-01-12,1,฿7.90
E484110-000,2023-01-12,1,29.90
E479503-000,2023-01-12,1,7.90
E482454-000,2023-01-12,1,29.90
E483523-000,2023-01-12,1,14.90
E484778-000,2023-01-12,1,19.90
E441897-000,2023-01-12,1,5.90
E483836-000,2023-01-12,1,99.90
E483807-000,2023-01-12,3,49.90
E465491-000,2023-01-12,1,19.90
NEW-12345,2023-01-12,1,14.90
E486048-000,2023-01-12,3,39.90
E484244-000,2023-01-12,1,39.90
E483831-000,2023-01-12,1,129.90
E456588-000,2023-01-12,1,49.90
E487668-000,2023-01-12,1,7.90
E484186-000,2023-01-12,1,59.90
E479182-000,2023-01-12,1,19.90
E484033-000,2023-01-12,2,59.90
E483576-000,2023-01-12,1,14.90
E469871-000,2023-01-12,1,59.90
E486152-000,2023-01-12,1,19.90
E466374-000,2023-01-12,3,19.90
E481885-000,2023-01-12,1,9.90
E480971-000,2023-01-12,1,9.90
E483416-000,2023-01-12,1,14.90
E483416-000,2023-01-12,-1,14.90
E472520-000,2023-01-12,1,19.90
E483036-000,2023-01-12,1,99.90
E479194-000,2023-01-12,2,19.90
E484208-000,2023-01-12,1,19.90
E482015-000,2023-01-12,1,12.90
E484508-000,2023-01-12,1,19.90
E483428-000,2023-01-12,1,14.90
E487668-000,2023-01-12,1,7.90
E484033-000,2023-01-12,1,59.90
E462336-000,2023-01-12,1,49.90
E469871-000,2023-01-12,1,59.90
E484605-000,2023-01-12,1,29.90
E484339-000,2023-01-12,1,29.90
E484063-000,2023-01-12,1,19.90
E480893-000,2023-01-12,1,7.90
E485002-000,2023-01-12,1,5.90
E484110-000,2023-01-12,1,29.90
E484339-000,2023-01-12,1,29.90
E473968-000,2023-01-12,1,14.90
E482216-000,2023-01-12,1,59.90
E485667-000,2023-01-12,1,19.90
E482085-000,2023-01-12,1,39.90
E484934-000,2023-01-12,1,29.90
E441897-000,2023-01-12,1,5.90
E485750-000,2023-01-12,1,59.90
E485557-000,2023-01-12,1,29.90
E485557-000,2023-01-12,1,29.90
E484783-000,2023-01-12,1,39.90
E485002-000,,1,5.90
NEW-12345,2023-01-12,1,19.90
E483999-000,2023-01-12,1,29.90
E484110-000,12/01/2023,1,29.90
E479620-000,2023-01-12,1,29.90
E481637-000,2023-01-12,1,29.90
E483339-000,2023-01-12,1,29.90
E481800-000,2023-01-12,1,14.90
E485487-000,2023-01-12,1,19.90
E469871-000,2023-01-12,1,59.90
E482606-000,2023-01-12,2,3.90
E482498-000,2023-01-12,1,39.90
E484204-000,2023-01-12,1,59.90
E485574-000,2023-01-12,3,29.90
E485002-000,2023-01-12,1,5.90
E482015-000,2023-01-12,1,12.90
E483807-000,2023-01-12,1,49.90
E482443-000,2023-01-12,1,49.90
E485327-000,2023-01-12,-2,19.90
E485327-000,2023-01-12,1,19.90
E479229-000,2023-01-12,1,59.90
E484463-000,2023-01-12,1,19.90
E480893-000,2023-01-12,1,7.90
E482604-000,2023-01-12,1,7.90
E485711-000,2023-01-12,1,14.90
E479575-000,2023-01-12,2,19.90
E483416-000,2023-01-12,1,14.90
E485557-000,2023-01-12,1,29.90
E484339-000,2023-01-12,1,29.90
E482498-000,2023-01-12,1,39.90
E484244-000,2023-01-12,-2,39.90
E475380-000,2023-01-12,1,49.90
E471951-000,2023-01-12,1,5.90
E481646-000,2023-01-12,1,29.90
E485557-000,2023-01-12,2,29.90
E476355-000,2023-01-12,1,19.90
E483757-000,2023-01-12,1,39.90
E487908-000,2023-01-12,1,19.90
E481965-000,2023-01-13,1,12.90
E483762-000,2023-01-13,1,129.90
,2023-01-13,1,39.90
E476355-000,2023-01-13,1,19.90
E459568-000,2023-01-13,,19.90
E456588-000,2023-01-13,1,49.90
E466374-000,2023-01-13,1,19.90
E481358-000,2023-01-13,1,39.90
E481430-001,2023-01-13,1,29.90
E485455-000,2023-01-13,1,19.90
E483339-000,2023-01-13,1,29.90
E475380-000,2023-01-13,1,49.90
E480893-000,2023-01-13,1,7.90
E484993-000,2023-01-13,1,19.90
E474213-000,2023-01-13,1,7.90
E462336-000,2023-01-13,1,49.90
E482299-000,2023-01-13,1,19.90
E480845-000,2023-01-13,1,12.90
E484778-000,2023-01-13,1,19.90
E485498-000,2023-01-13,1,19.90
E480971-000,2023-01-13,1,9.90
E487277-000,2023-01-13,1,14.90
E482558-000,2023-01-13,1,14.90
E487505-000,2023-01-13,1,19.90
E483831-000,2023-01-13,1,129.90
E484244-000,2023-01-13,1,39.90
E485574-000,2023-01-13,1,29.90
E483757-000,2023-01-13,1,39.90
E483999-000,2023-01-13,3,29.90
E484110-000,2023-01-13,3,29.90
E482454-000,2023-01-13,1,29.90
E486152-000,2023-01-13,1,19.90
E483285-000,2023-01-13,1,49.90
E483548-000,2023-01-13,2,29.90
E482874-000,2023-01-13,1,59.90
E484339-000,2023-01-13,1,29.90
E481951-000,2023-01-13,1,9.90
E488269-000,2023-01-13,1,19.90
E474213-000,2023-01-13,1,7.90
E452298-000,2023-01-13,1,29.90
E478212-000,2023-01-13,1,9.90
E482498-000,2023-01-13,1,39.90
E482979-000,2023-01-13,1,29.90
E479525-000,2023-01-13,1,39.90
E488735-000,2023-01-13,1,19.90
E483831-000,2023-01-13,1,129.90
E457125-000,2023-01-13,1,19.90
E481640-000,2023-01-13,1,29.90
E483727-000,2023-01-13,1,39.90
E488046-000,2023-01-13,1,19.90
E481610-000,2023-01-13,1,19.90
E483443-000,2023-01-13,1,29.90
E484897-000,2023-01-13,1,29.90
,2023-01-13,1,14.90
E483836-000,2023-01-13,1,99.90
E484932-000,2023-01-13,1,29.90
E484110-000,2023-01-13,1,29.90
E484249-000,2023-01-13,1,59.90
,2023-01-13,1,49.90
E484110-000,2023-01-13,1,29.90
E452029-000,2023-01-13,1,5.90
E461420-000,2023-01-13,1,29.90
E481629-000,2023-01-13,1,39.90
E481630-000,2023-01-13,1,29.90
E479073-000,2023-01-13,1,39.90
E481796-000,2023-01-13,1,14.90
E457130-000,2023-01-13,1,
E482303-000,2023-01-13,1,29.90
E483294-000,2023-01-13,1,29.90
E485005-000,2023-01-13,1,5.90
E485667-000,2023-01-13,1,19.90
E482880-000,2023-01-13,1,49.90
E484778-000,2023-01-13,1,19.90
E483896-000,2023-01-13,1,29.90
E464310-000,2023-01-13,1,14.90
E484079-000,2023-01-13,1,19.90
  E488258-000 ,2023-01-13,1,19.90
E484026-000,2023-01-13,3,49.90
E441897-000,2023-01-13,1,5.90
E481004-000,2023-01-13,1,29.90
E479503-000,2023-01-13,1,7.90
E482942-000,2023-01-13,1,29.90
  E480815-000 ,2023-01-13,1,19.90
E488735-000,2023-01-13,1,19.90
E483807-000,2023-01-13,1,49.90
E480302-000,2023-01-13,1,39.90
E464310-000,2023-01-13,1,14.90
E484063-000,2023-01-13,1,19.90
E485300-000,2023-01-13,1,19.90
E479502-000,2023-01-13,1,7.90
E484249-000,2023-01-13,1,59.90
E480966-000,2023-01-13,1,39.90
E477074-000,2023-01-13,1,14.90
E484033-000,2023-01-13,1,59.90
E488735-000,2023-01-13,1,19.90
E486964-000,2023-01-13,1,49.90
E482085-000,2023-01-13,1,39.90
E483831-000,2023-01-13,1,129.90
E460431-000,2023-01-13,1,14.90
E484186-000,2023-01-13,1,59.90
E484063-000,2023-01-13,1,19.90
E483831-000,2023-01-13,1,129.90
E483339-000,2023-01-13,-1,29.90
E486152-000,2023-01-13,1,19.90
E452298-000,2023-01-13,1,29.90
E483924-000,2023-01-13,1,
E469871-000,2023-01-13,1,59.90
E483285-000,2023-01-13,1,49.90
E457126-000,2023-01-13,1,19.90
E482015-000,2023-01-13,1,12.90
E482869-000,2023-01-13,1,59.90
E456261-000,2023-01-13,1,19.90
E483831-000,2023-01-13,1,129.90
E481630-000,2023-01-13,1,29.90
E479597-000,2023-01-13,1,14.90
E481224-000,2023-01-13,1,14.90
E484073-000,2023-01-13,2,29.90
E484721-000,2023-01-13,1,19.90
E483041-000,2023-01-13,1,49.90
E483041-000,2023-01-13,1,49.90
E479293-000,2023-01-13,1,49.90
E481980-000,2023-01-13,1,9.90
E479194-000,2023-01-13,1,19.90
E478652-000,2023-01-13,1,24.90
E478345-000,2023-01-13,1,19.90
E477074-000,2023-01-13,2,14.90
E483409-000,2023-01-13,1,14.90
E485005-000,2023-01-13,1,5.90
E485568-000,2023-01-13,1,29.90
E481430-001,2023-01-13,1,29.90
e475346-000,2023-01-13,1,29.90
E482454-000,2023-01-13,2,29.90
E484026-000,2023-01-13,3,49.90
E484875-000,2023-01-13,1,49.90
E481951-000,2023-01-13,1,9.90
E482015-000,2023-01-13,3,12.90
E484784-000,2023-01-13,1,29.90
E485008-001,2023-01-13,1,29.90
E484463-000,2023-01-13,-1,19.90
E482452-000,2023-01-13,1,19.90
E480704-000,2023-01-13,1,14.90
e465491-000,2023-01-13,2,19.90
E485002-000,2023-01-13,2,5.90
E478652-000,2023-01-13,1,24.90
E482015-000,2023-01-13,1,12.90
E483999-000,2023-01-13,1,29.90
E487992-000,2023-01-13,1,19.90
E424873-000,2023-01-13,1,14.90
E472601-000,2023-01-13,1,19.90
E479403-000,2023-01-13,2,29.90
E473696-000,2023-01-13,1,29.90
E480893-000,2023-01-13,1,7.90
E450251-000,2023-01-13,1,49.90
E482085-000,2023-01-13,1,S$39.90
E481966-000,2023-01-13,1,12.90
E482825-000,2023-01-13,2,39.90
E482648-000,2023-01-13,1,19.90
E482443-000,2023-01-13,1,49.90
E481980-000,2023-01-13,-1,9.90
E484244-000,2023-01-13,1,39.90
E477704-000,2023-01-13,1,79.90
E485557-000,2023-01-13,2,29.90
E484783-000,2023-01-13,-2,39.90
E487505-000,2023-01-13,3,19.90
E488269-000,2023-01-13,1,19.90
E475800-000,2023-01-13,1,39.90
E462220-000,2023-01-13,1,5.90
E473696-000,2023-01-13,1,29.90
E483339-000,2023-01-13,1,29.90
E483443-000,2023-01-13,1,29.90
E488046-000,2023-01-13,1,19.90
E484086-000,2023-01-13,1,19.90
E465185-000,2023-01-13,-2,19.90
E467322-000,2023-01-13,1,14.90
E461420-000,2023-01-13,1,29.90
E481413-000,2023-01-13,1,19.90
e487908-000,2023-01-13,3,19.90
E485005-000,2023-01-13,1,5.90
E485300-000,2023-01-13,1,19.90
E485652-000,2023-01-13,1,39.90
E480861-000,2023-01-13,1,19.90
E482454-000,2023-01-13,1,
E479503-000,2023-01-13,-1,7.90
E483562-000,2023-01-13,3,49.90
E465112-000,2023-01-13,1,14.90
E479229-000,2023-01-13,1,59.90
E483428-000,2023-01-13,1,14.90
E480343-000,2023-01-13,1,24.90
E480971-000,2023-01-13,1,9.90
E483294-000,2023-01-13,1,29.90
E482443-000,2023-01-13,1,49.90
E485652-000,2023-01-13,2,39.90
E479503-000,2023-01-13,2,7.90
E483339-000,2023-01-13,1,29.90
E483285-000,2023-01-13,1,49.90
E473968-000,2023-01-13,1,14.90
E483294-000,2023-01-13,1,29.90
E479547-000,2023-01-13,1,5.90
E482303-000,2023-01-13,1,29.90
E482825-000,2023-01-13,1,39.90
E480411-000,2023-01-13,1,19.90
E487908-000,2023-01-13,1,19.90
E483521-000,2023-01-13,1,14.90
E475344-000,2023-01-13,1,49.90
E483568-000,2023-01-13,1,39.90
E485737-000,2023-01-13,2,59.90
E483576-000,2023-01-13,1,14.90
E483523-000,2023-01-13,1,14.90
E477653-000,2023-01-13,1,24.90
E482085-000,2023-01-13,2,39.90
E486149-000,2023-01-13,2,19.90
E457288-000,2023-01-13,1,5.90
E482732-000,2023-01-13,1,14.90
E483762-000,2023-01-13,1,129.90
E484186-000,2023-01-13,1,59.90
E483913-000,2023-01-13,1,19.90
E483810-000,2023-01-13,1,49.90
E479403-000,2023-01-13,2,29.90
E465491-000,2023-01-13,1,19.90
E481630-000,2023-01-13,1,29.90
E472601-000,2023-01-13,1,19.90
E485711-000,2023-01-13,2,14.90
E483896-000,2023-01-13,1,29.90
E480971-000,2023-01-13,1,9.90
E481630-000,2023-01-13,1,29.90
E485005-000,2023-01-13,1,5.90
E468671-000,2023-01-13,1,79.90
E483767-000,2023-01-13,1,39.90
E424873-000,2023-01-13,1,14.90
E484110-000,2023-01-13,1,29.90
E482514-000,2023-01-13,1,14.90
E485750-000,2023-01-13,1,59.90
E482268-000,2023-01-13,1,39.90
E475380-000,2023-01-13,1,49.90
E486157-000,2023-01-13,1,19.90
E485993-000,2023-01-13,1,49.90
E483899-000,2023-01-13,1,29.90
E456588-000,2023-01-13,1,S$49.90
  E484339-000 ,2023-01-13,1,29.90
E484929-001,2023-01-13,1,19.90
E474481-000,2023-01-13,1,19.90
E485574-000,2023-01-13,1,29.90
E483836-000,2023-01-13,1,99.90
E485750-000,2023-01-13,1,59.90
E487922-000,2023-01-13,1,19.90
E483819-000,2023-01-13,1,59.90
E475344-000,2023-01-13,1,49.90
E475380-000,2023-01-13,1,49.90
E483959-000,2023-01-13,1,59.90
E487908-000,2023-01-13,1,19.90
E483461-000,2023-01-13,1,14.90
E479229-000,2023-01-13,1,59.90
E460431-000,2023-01-13,1,14.90
E479597-000,2023-01-13,3,14.90
E482633-000,2023-01-13,-2,5.90
E478212-000,2023-01-13,1,9.90
E483762-000,2023-01-13,1,129.90
E488735-000,2023-01-13,1,19.90
E487505-000,2023-01-13,1,19.90
E484136-000,2023-01-13,1,49.90
E483899-000,2023-01-13,-1,29.90
E482604-000,2023-01-13,1,7.90
E480815-000,2023-01-13,-1,19.90
E484026-000,2023-01-13,1,49.90
E479403-000,2023-01-13,1,29.90
E480861-000,2023-01-13,1,19.90
E485251-000,2023-01-13,3,19.90
E479525-000,2023-01-13,1,39.90
E483002-000,2023-01-13,1,39.90
E480971-000,2023-01-13,1,9.90
E483999-000,2023-01-13,1,29.90
E476997-000,2023-01-13,1,19.90
E466374-000,2023-01-13,1,19.90
E484244-000,2023-01-13,1,39.90
E483339-000,2023-01-13,1,29.90
E484033-000,2023-01-13,1,59.90
E465760-000,2023-01-13,1,14.90
E481951-000,2023-01-13,1,9.90
E474213-000,2023-01-13,1,7.90
E484897-000,2023-01-13,1,29.90
E484958-000,2023-01-13,1,29.90
E485005-000,2023-01-13,1,5.90
E485717-000,2023-01-13,1,14.90
E465761-000,2023-01-13,-1,39.90
E479403-000,2023-01-13,1,29.90
E483285-000,2023-01-13,1,49.90
E486152-000,2023-01-13,1,19.90
E474481-000,2023-01-13,1,19.90
E459567-000,2023-01-13,1,19.90
E479182-000,2023-01-13,1,19.90
E488735-000,2023-01-13,-1,19.90
e482303-000,2023-01-13,1,29.90
E482085-000,2023-01-13,1,39.90
E485490-000,2023-01-13,1,14.90
E485574-000,2023-01-13,1,29.90
E487922-000,2023-01-13,1,19.90
E484932-000,2023-01-13,1,29.90
E483831-000,2023-01-13,1,129.90
E477181-000,2023-01-13,1,39.90
E483428-000,2023-01-13,3,14.90
E475344-000,2023-01-13,1,49.90
E483831-000,2023-01-13,1,129.90
E473177-000,2023-01-13,1,19.90
E457267-000,2023-01-13,1,5.90
E482816-000,2023-01-13,2,29.90
E482443-000,2023-01-13,1,49.90
E482045-000,2023-01-13,1,29.90
E476355-000,2023-01-13,3,19.90
E481980-000,2023-01-13,1,9.90
E483416-000,2023-01-13,1,14.90
E485717-000,2023-01-13,-2,14.90
E480411-000,2023-01-13,1,19.90
E476355-000,2023-01-13,1,19.90
E482000-000,2023-01-13,3,19.90
E473177-000,2023-01-13,1,19.90
E467483-000,2023-01-13,1,49.90
E469836-000,2023-01-13,2,19.90
E484033-000,2023-01-13,1,59.90
E483896-000,2023-01-13,1,29.90
E483896-000,2023-01-13,1,29.90
E483757-000,2023-01-13,1,39.90
E483831-000,2023-01-13,1,129.90
E482942-000,2023-01-13,1,29.90
E481412-000,2023-01-13,1,19.90
E484402-000,2023-01-14,-2,49.90
E484846-000,2023-01-14,1,19.90
E484246-000,2023-01-14,1,29.90
E465760-000,2023-01-14,1,14.90
E484246-000,2023-01-14,1,29.90
E482979-000,2023-01-14,1,29.90
E480302-000,2023-01-14,1,39.90
E482683-000,2023-01-14,1,7.90
E483294-000,2023-01-14,1,29.90
E469836-000,2023-01-14,1,19.90
E484204-000,2023-01-14,1,59.90
E465760-000,2023-01-14,1,14.90
E464310-000,2023-01-14,1,14.90
E484958-000,2023-01-14,1,29.90
E483428-000,2023-01-14,2,14.90
E472601-000,2023-01-14,1,19.90
E485327-000,2023-01-14,1,19.90
E483329-000,2023-01-14,1,19.90
E473471-000,2023-01-14,1,39.90
E482085-000,2023-01-14,1,39.90
E468671-000,2023-01-14,1,79.90
E481885-000,2023-01-14,1,9.90
E485002-000,2023-01-14,1,5.90
E475380-000,2023-01-14,1,49.90
E483430-000,2023-01-14,1,14.90
E484339-000,2023-01-14,1,29.90
E487908-000,2023-01-14,3,19.90
E484875-000,2023-01-14,1,49.90
E485251-000,2023-01-14,1,19.90
E480861-000,2023-01-14,1,19.90
E482273-000,2023-01-14,1,39.90
E479194-000,2023-01-14,1,19.90
E479229-000,2023-01-14,1,59.90
E483416-000,2023-01-14,,14.90
E466374-000,2023-01-14,3,19.90
E488735-000,2023-01-14,1,19.90
E487908-000,2023-01-14,1,19.90
E474213-000,2023-01-14,2,7.90
E483807-000,2023-01-14,1,49.90
E478212-000,2023-01-14,1,9.90
E486964-000,2023-01-14,1,49.90
E483002-000,2023-01-14,1,39.90
E466374-000,2023-01-14,1,19.90
E466374-000,2023-01-14,1,19.90
E481358-000,2023-01-14,1,39.90
E478212-000,2023-01-14,2,9.90
E483881-000,2023-01-14,1,29.90
E485557-000,2023-01-14,1,29.90
E424873-000,2023-01-14,2,14.90
E488735-000,2023-01-14,1,19.90
E483521-000,2023-01-14,1,14.90
E479597-000,2023-01-14,1,14.90
E482662-000,2023-01-14,1,29.90
E483443-000,2023-01-14,1,29.90
E486152-000,2023-01-14,1,19.90
E473177-000,2023-01-14,1,19.90
E487505-000,2023-01-14,1,19.90
E478139-000,2023-01-14,1,24.90
E483819-000,2023-01-14,2,59.90
E482732-000,2023-01-14,1,14.90
E484026-000,2023-01-14,1,49.90
E474213-000,2023-01-14,1,7.90
E477181-000,2023-01-14,1,39.90
E439661-000,2023-01-14,1,7.90
E480800-000,2023-01-14,1,29.90
E465760-000,2023-01-14,1,14.90
E484204-000,2023-01-14,,59.90
E484339-000,2023-01-14,1,29.90
E478652-000,2023-01-14,1,24.90
E465193-000,2023-01-14,,19.90
E441897-000,2023-01-14,1,5.90
E487668-000,2023-01-14,1,7.90
E482243-000,2023-01-14,1,29.90
E482732-000,2023-01-14,1,14.90
E488046-000,2023-01-14,1,19.90
E481358-000,2023-01-14,1,39.90
E474213-000,2023-01-14,1,7.90
E482880-000,2023-01-14,,49.90
E472520-000,2023-01-14,1,19.90
E484186-000,2023-01-14,1,59.90
E484080-000,2023-01-14,1,29.90
E480059-000,2023-01-14,1,3.90
E452298-000,2023-01-14,2,29.90
E482648-000,2023-01-14,1,19.90
E482085-000,2023-01-14,1,39.90
E481980-000,2023-01-14,1,9.90
E479293-000,2023-01-14,1,49.90
E456261-000,2023-01-14,1,19.90
E485612-000,2023-01-14,-1,29.90
E478139-000,2023-01-14,1,24.90
E464390-000,2023-01-14,1,14.90
E482982-000,2023-01-14,1,29.90
E485005-000,2023-01-14,1,5.90
E484276-000,2023-01-14,1,59.90
E448034-000,2023-01-14,-2,79.90
E424873-000,2023-01-14,1,14.90
E462336-000,2023-01-14,1,49.90
E472520-000,2023-01-14,1,19.90
E473968-000,2023-01-14,1,14.90
E487505-000,2023-01-14,1,19.90
E488046-000,2023-01-14,1,19.90
E472601-000,2023-01-14,1,19.90
E465491-000,2023-01-14,1,19.90
E483001-000,2023-01-14,1,39.90
E475598-000,2023-01-14,1,49.90
E485574-000,2023-01-14,1,29.90
E465203-000,2023-01-14,1,29.90
  E482732-000 ,2023-01-14,1,14.90
E479229-000,2023-01-14,1,59.90
E487962-000,2023-01-14,1,14.90
E482443-000,2023-01-14,1,49.90
E465193-000,2023-01-14,1,19.90
E484204-000,2023-01-14,3,59.90
E481004-000,2023-01-14,1,29.90
E485300-000,2023-01-14,1,19.90
E475346-000,2023-01-14,1,29.90
E480966-000,2023-01-14,1,39.90
E480861-000,2023-01-14,1,19.90
E485711-000,2023-01-14,1,14.90
E484778-000,2023-01-14,1,19.90
E441897-000,2023-01-14,1,5.90
E480815-000,2023-01-14,-2,19.90
E483339-000,2023-01-14,1,29.90
E487564-000,2023-01-14,1,19.90
E457267-000,2023-01-14,1,5.90
E475598-000,2023-01-14,1,49.90
E462220-000,2023-01-14,2,5.90
E479503-000,2023-01-14,1,7.90
E478139-000,2023-01-14,1,24.90
E484193-000,2023-01-14,1,39.90
E478346-000,2023-01-14,1,19.90
E477181-000,2023-01-14,1,39.90
E485717-000,2023-01-14,1,14.90
E479407-000,2023-01-14,1,29.90
E484184-000,2023-01-14,1,39.90
